Naca 0012
     1.000000    0.000000
     0.989517    0.001479
     0.969720    0.004212
     0.946092    0.007392
     0.920591    0.010725
     0.894430    0.014044
     0.868059    0.017289
     0.841615    0.020447
     0.815138    0.023513
     0.788643    0.026487
     0.762137    0.029370
     0.735624    0.032159
     0.709110    0.034853
     0.682599    0.037450
     0.656095    0.039945
     0.629603    0.042335
     0.603129    0.044613
     0.576677    0.046773
     0.550252    0.048808
     0.523862    0.050707
     0.497511    0.052462
     0.471207    0.054061
     0.444958    0.055490
     0.418773    0.056735
     0.392662    0.057781
     0.366637    0.058609
     0.340713    0.059200
     0.314906    0.059530
     0.289239    0.059576
     0.263738    0.059308
     0.238438    0.058696
     0.213386    0.057705
     0.188647    0.056296
     0.164320    0.054426
     0.140563    0.052053
     0.117645    0.049147
     0.096028    0.045718
     0.076403    0.041863
     0.059514    0.037790
     0.045738    0.033750
     0.034867    0.029912
     0.026356    0.026322
     0.019647    0.022950
     0.014302    0.019739
     0.010020    0.016631
     0.006603    0.013573
     0.003940    0.010528
     0.001974    0.007475
     0.000690    0.004427
     0.000072    0.001434
     0.000073   -0.001452
     0.000689   -0.004446
     0.001970   -0.007496
     0.003933   -0.010552
     0.006595   -0.013599
     0.010010   -0.016656
     0.014292   -0.019764
     0.019636   -0.022973
     0.026344   -0.026343
     0.034853   -0.029931
     0.045723   -0.033766
     0.059497   -0.037802
     0.076383   -0.041872
     0.096009   -0.045724
     0.117629   -0.049150
     0.140550   -0.052053
     0.164310   -0.054424
     0.188641   -0.056293
     0.213382   -0.057702
     0.238437   -0.058692
     0.263738   -0.059304
     0.289240   -0.059572
     0.314908   -0.059527
     0.340715   -0.059197
     0.366640   -0.058607
     0.392664   -0.057779
     0.418775   -0.056734
     0.444960   -0.055489
     0.471208   -0.054060
     0.497512   -0.052462
     0.523862   -0.050707
     0.550253   -0.048807
     0.576677   -0.046773
     0.603129   -0.044613
     0.629603   -0.042335
     0.656095   -0.039945
     0.682599   -0.037450
     0.709110   -0.034853
     0.735624   -0.032159
     0.762137   -0.029370
     0.788643   -0.026487
     0.815138   -0.023513
     0.841615   -0.020447
     0.868059   -0.017289
     0.894430   -0.014044
     0.920590   -0.010725
     0.946092   -0.007392
     0.969720   -0.004213
     0.989517   -0.001479
     1.000000    0.000000
