Otimizado_2
 1.000000  0.000000
 0.986044  0.009376
 0.971664  0.019877
 0.956047  0.031097
 0.938572  0.042685
 0.918807  0.054348
 0.896503  0.065861
 0.871580  0.077056
 0.844101  0.087821
 0.814249  0.098081
 0.782298  0.107793
 0.748586  0.116932
 0.713492  0.125479
 0.677408  0.133417
 0.640728  0.140726
 0.603825  0.147376
 0.567047  0.153331
 0.530703  0.158550
 0.495064  0.162988
 0.460358  0.166600
 0.426771  0.169346
 0.394452  0.171192
 0.363511  0.172117
 0.334029  0.172112
 0.306055  0.171181
 0.279617  0.169346
 0.254722  0.166642
 0.231360  0.163119
 0.209507  0.158837
 0.189130  0.153869
 0.170187  0.148294
 0.152629  0.142198
 0.136403  0.135669
 0.121453  0.128795
 0.107720  0.121665
 0.095145  0.114363
 0.083666  0.106969
 0.073223  0.099558
 0.063755  0.092197
 0.055203  0.084946
 0.047508  0.077857
 0.040612  0.070976
 0.034461  0.064340
 0.029000  0.057979
 0.024178  0.051917
 0.019944  0.046170
 0.016252  0.040750
 0.013055  0.035662
 0.010312  0.030908
 0.007981  0.026487
 0.006023  0.022391
 0.004404  0.018613
 0.003089  0.015143
 0.002048  0.011967
 0.001251  0.009072
 0.000672  0.006443
 0.000285  0.004065
 0.000068  0.001923
 0.000000  0.000000
 0.000000  0.000000
 0.000034 -0.002266
 0.000142 -0.004571
 0.000333 -0.006910
 0.000618 -0.009276
 0.001008 -0.011661
 0.001513 -0.014054
 0.002148 -0.016445
 0.002925 -0.018820
 0.003860 -0.021164
 0.004968 -0.023459
 0.006266 -0.025685
 0.007773 -0.027817
 0.009509 -0.029829
 0.011497 -0.031692
 0.013760 -0.033370
 0.016324 -0.034826
 0.019221 -0.036018
 0.022482 -0.036901
 0.026145 -0.037424
 0.030250 -0.037535
 0.034844 -0.037179
 0.039980 -0.036300
 0.045717 -0.034841
 0.052121 -0.032750
 0.059265 -0.029975
 0.067233 -0.026474
 0.076116 -0.022215
 0.086012 -0.017180
 0.097031 -0.011365
 0.109286 -0.004790
 0.122899  0.002503
 0.137991  0.010447
 0.154686  0.018945
 0.173103  0.027876
 0.193351  0.037090
 0.215523  0.046417
 0.239691  0.055669
 0.265899  0.064649
 0.294152  0.073163
 0.324414  0.081025
 0.356602  0.088074
 0.390578  0.094180
 0.426151  0.099251
 0.463078  0.103239
 0.501071  0.106136
 0.539803  0.107963
 0.578929  0.108754
 0.618103  0.108532
 0.657007  0.107275
 0.695379  0.104887
 0.733051  0.101166
 0.769982  0.095780
 0.806306  0.088270
 0.842360  0.078065
 0.878732  0.064551
 0.916289  0.047178
 0.956208  0.025619
 1.000000  0.000000
