Otimizado_3
 1.000000  0.000000
 0.989568  0.008419
 0.977482  0.018350
 0.963212  0.029284
 0.946384  0.040787
 0.926779  0.052504
 0.904320  0.064160
 0.879065  0.075556
 0.851182  0.086555
 0.820931  0.097069
 0.788637  0.107045
 0.754673  0.116454
 0.719433  0.125274
 0.683318  0.133490
 0.646715  0.141079
 0.609989  0.148011
 0.573474  0.154251
 0.537463  0.159754
 0.502207  0.164473
 0.467916  0.168360
 0.434759  0.171369
 0.402864  0.173465
 0.372327  0.174622
 0.343211  0.174825
 0.315554  0.174077
 0.289373  0.172397
 0.264664  0.169816
 0.241413  0.166384
 0.219591  0.162161
 0.199165  0.157220
 0.180092  0.151640
 0.162327  0.145510
 0.145822  0.138918
 0.130527  0.131957
 0.116391  0.124718
 0.103362  0.117288
 0.091390  0.109750
 0.080421  0.102182
 0.070406  0.094655
 0.061293  0.087231
 0.053034  0.079966
 0.045578  0.072908
 0.038878  0.066096
 0.032886  0.059562
 0.027556  0.053332
 0.022843  0.047423
 0.018704  0.041849
 0.015096  0.036617
 0.011977  0.031727
 0.009311  0.027180
 0.007057  0.022969
 0.005181  0.019085
 0.003649  0.015519
 0.002429  0.012257
 0.001489  0.009286
 0.000802  0.006591
 0.000341  0.004155
 0.000082  0.001964
 0.000000  0.000000
 0.000000  0.000000
 0.000035 -0.001982
 0.000147 -0.003951
 0.000346 -0.005897
 0.000641 -0.007810
 0.001044 -0.009676
 0.001567 -0.011483
 0.002222 -0.013217
 0.003024 -0.014863
 0.003988 -0.016402
 0.005128 -0.017817
 0.006463 -0.019088
 0.008010 -0.020193
 0.009791 -0.021109
 0.011826 -0.021811
 0.014139 -0.022271
 0.016758 -0.022462
 0.019711 -0.022353
 0.023030 -0.021912
 0.026752 -0.021107
 0.030917 -0.019904
 0.035571 -0.018269
 0.040765 -0.016171
 0.046558 -0.013579
 0.053014 -0.010467
 0.060206 -0.006812
 0.068217 -0.002602
 0.077136  0.002170
 0.087063  0.007495
 0.098105  0.013352
 0.110379  0.019704
 0.124006  0.026493
 0.139112  0.033644
 0.155825  0.041059
 0.174269  0.048625
 0.194560  0.056206
 0.216802  0.063657
 0.241078  0.070823
 0.267443  0.077548
 0.295920  0.083684
 0.326485  0.089100
 0.359068  0.093690
 0.393545  0.097381
 0.429731  0.100139
 0.467386  0.101964
 0.506216  0.102894
 0.545879  0.102984
 0.586002  0.102290
 0.626200  0.100848
 0.666098  0.098633
 0.705365  0.095542
 0.743748  0.091358
 0.781108  0.085746
 0.817461  0.078263
 0.853018  0.068406
 0.888217  0.055703
 0.923753  0.039871
 0.960596  0.021029
 1.000000  0.000000
