Naca 0010
     1.000000    0.000000
     0.989902    0.001184
     0.969886    0.003488
     0.946540    0.006109
     0.922283    0.008757
     0.897844    0.011352
     0.873366    0.013879
     0.848873    0.016336
     0.824365    0.018724
     0.799848    0.021045
     0.775324    0.023298
     0.750794    0.025484
     0.726258    0.027603
     0.701716    0.029654
     0.677170    0.031637
     0.652627    0.033553
     0.628106    0.035392
     0.603591    0.037148
     0.579074    0.038820
     0.554563    0.040407
     0.530086    0.041901
     0.505623    0.043287
     0.481161    0.044565
     0.456714    0.045735
     0.432332    0.046782
     0.407988    0.047677
     0.383653    0.048420
     0.359340    0.049009
     0.335107    0.049429
     0.310942    0.049644
     0.286820    0.049648
     0.262787    0.049424
     0.238862    0.048939
     0.215059    0.048168
     0.191406    0.047077
     0.167955    0.045628
     0.144766    0.043772
     0.121939    0.041457
     0.099661    0.038622
     0.078313    0.035222
     0.058678    0.031289
     0.042013    0.027060
     0.029225    0.022934
     0.020009    0.019169
     0.013412    0.015786
     0.008611    0.012688
     0.005083    0.009764
     0.002549    0.006920
     0.000894    0.004098
     0.000093    0.001321
     0.000095   -0.001340
     0.000897   -0.004119
     0.002550   -0.006946
     0.005079   -0.009798
     0.008601   -0.012729
     0.013397   -0.015829
     0.019988   -0.019206
     0.029200   -0.022959
     0.041989   -0.027078
     0.058659   -0.031304
     0.078295   -0.035234
     0.099645   -0.038630
     0.121925   -0.041461
     0.144756   -0.043774
     0.167947   -0.045627
     0.191402   -0.047074
     0.215056   -0.048165
     0.238861   -0.048936
     0.262787   -0.049420
     0.286821   -0.049644
     0.310942   -0.049641
     0.335108   -0.049426
     0.359342   -0.049007
     0.383654   -0.048418
     0.407989   -0.047676
     0.432332   -0.046780
     0.456715   -0.045735
     0.481162   -0.044565
     0.505623   -0.043286
     0.530086   -0.041901
     0.554564   -0.040407
     0.579075   -0.038820
     0.603591   -0.037148
     0.628106   -0.035392
     0.652628   -0.033553
     0.677170   -0.031637
     0.701716   -0.029654
     0.726258   -0.027603
     0.750794   -0.025484
     0.775324   -0.023298
     0.799848   -0.021045
     0.824365   -0.018724
     0.848873   -0.016336
     0.873366   -0.013880
     0.897844   -0.011352
     0.922283   -0.008757
     0.946540   -0.006109
     0.969886   -0.003488
     0.989902   -0.001184
     1.000000    0.000000
