 1.000000  0.000000
 0.987656  0.008599
 0.973563  0.018807
 0.957488  0.030197
 0.939227  0.042338
 0.918638  0.054836
 0.895657  0.067354
 0.870310  0.079621
 0.842708  0.091434
 0.813043  0.102652
 0.781568  0.113188
 0.748587  0.122990
 0.714430  0.132035
 0.679443  0.140316
 0.643971  0.147831
 0.608341  0.154578
 0.572857  0.160550
 0.537793  0.165733
 0.503385  0.170109
 0.469835  0.173657
 0.437306  0.176353
 0.405926  0.178177
 0.375793  0.179114
 0.346976  0.179158
 0.319520  0.178314
 0.293450  0.176598
 0.268772  0.174039
 0.245481  0.170679
 0.223560  0.166569
 0.202985  0.161773
 0.183725  0.156361
 0.165742  0.150411
 0.148999  0.144003
 0.133452  0.137221
 0.119059  0.130146
 0.105772  0.122860
 0.093546  0.115440
 0.082333  0.107959
 0.072086  0.100483
 0.062756  0.093073
 0.054295  0.085782
 0.046655  0.078657
 0.039788  0.071739
 0.033646  0.065058
 0.028184  0.058643
 0.023356  0.052512
 0.019116  0.046681
 0.015421  0.041158
 0.012230  0.035949
 0.009503  0.031054
 0.007199  0.026472
 0.005283  0.022196
 0.003719  0.018218
 0.002474  0.014530
 0.001516  0.011120
 0.000816  0.007975
 0.000347  0.005083
 0.000083  0.002429
 0.000000  0.000000
 0.000000  0.000000
 0.000039 -0.002237
 0.000163 -0.004451
 0.000383 -0.006633
 0.000711 -0.008769
 0.001158 -0.010848
 0.001737 -0.012857
 0.002464 -0.014783
 0.003352 -0.016612
 0.004418 -0.018331
 0.005679 -0.019927
 0.007151 -0.021389
 0.008855 -0.022703
 0.010810 -0.023860
 0.013037 -0.024849
 0.015560 -0.025662
 0.018403 -0.026290
 0.021593 -0.026730
 0.025160 -0.026975
 0.029134 -0.027022
 0.033553 -0.026868
 0.038456 -0.026512
 0.043886 -0.025949
 0.049895 -0.025178
 0.056538 -0.024193
 0.063880 -0.022988
 0.071990 -0.021552
 0.080949 -0.019872
 0.090845 -0.017930
 0.101777 -0.015706
 0.113848 -0.013175
 0.127174 -0.010311
 0.141873 -0.007085
 0.158066 -0.003472
 0.175878  0.000548
 0.195424  0.004991
 0.216812  0.009859
 0.240134  0.015141
 0.265458  0.020807
 0.292822  0.026811
 0.322224  0.033086
 0.353620  0.039546
 0.386916  0.046089
 0.421962  0.052599
 0.458556  0.058951
 0.496444  0.065012
 0.535328  0.070640
 0.574877  0.075682
 0.614744  0.079963
 0.654589  0.083269
 0.694107  0.085327
 0.733056  0.085785
 0.771295  0.084186
 0.808819  0.079974
 0.845800  0.072504
 0.882625  0.061118
 0.919929  0.045271
 0.958639  0.024750
 1.000000  0.000000
